t,eps_f,eps_g
1280,0.02,0.001
1290,0.02,0.001
1300,0.02,0.001
1310,0.02,0.001
1320,0.02,0.001
1330,0.02,0.001
1340,0.02,0.001
1350,0.02,0.001
1360,0.02,0.001
1370,0.02,0.001
1380,0.02,0.001
1390,0.02,0.001
1400,0.02,0.001
1410,0.02,0.001
1420,0.02,0.001
1430,0.02,0.001
1440,0.02,0.001
1450,0.02,0.001
1460,0.02,0.001
1470,0.02,0.001
1480,0.02,0.001
1490,0.02,0.001
1500,0.02,0.001
1510,0.02,0.001
1520,0.02,0.001
1530,0.02,0.001
1540,0.02,0.001
1550,0.02,0.001
1560,0.02,0.001
1570,0.02,0.001
1580,0.02,0.001
1590,0.02,0.001
1600,0.02,0.001
1610,0.02,0.001
1620,0.02,0.001
1630,0.02,0.001
1640,0.02,0.001
1650,0.02,0.001
1660,0.02,0.001
1670,0.02,0.001
1680,0.02,0.001
1690,0.02,0.001
1700,0.02,0.001
1710,0.02,0.001
1720,0.02,0.001
1730,0.02,0.001
1740,0.02,0.001
1750,0.02,0.001
1760,0.02,0.001
1770,0.02,0.001
1780,0.02,0.001
1790,0.02,0.001
1800,0.02,0.001
1810,0.02,0.001
1820,0.02,0.001
1830,0.02,0.001
1840,0.02,0.001
1850,0.02,0.001
1860,0.02,0.001
1870,0.02,0.001
1880,0.02,0.001
1890,0.02,0.001
1900,0.02,0.001
1910,0.02,0.001
1920,0.02,0.001
1930,0.02,0.001
1940,0.02,0.001
1950,0.02,0.001
1960,0.02,0.001
1970,0.02,0.001
1980,0.02,0.001
1990,0.02,0.001
2000,0.02,0.001
2010,0.02,0.001
2020,0.02,0.001
2030,0.02,0.001
2040,0.02,0.001
2050,0.02,0.001
2060,0.02,0.001
2070,0.02,0.001
2080,0.02,0.001
2090,0.02,0.001
2100,0.02,0.001
2110,0.02,0.001
2120,0.02,0.001
2130,0.02,0.001
2140,0.02,0.001
2150,0.02,0.001
2160,0.02,0.001
2170,0.02,0.001
2180,0.02,0.001
2190,0.02,0.001
2200,0.02,0.001
2210,0.02,0.001
2220,0.02,0.001
2230,0.02,0.001
2240,0.02,0.001
2250,0.02,0.001
2260,0.02,0.001
2270,0.02,0.001
2280,0.02,0.001
2290,0.02,0.001
2300,0.02,0.001
2310,0.02,0.001
2320,0.02,0.001
2330,0.02,0.001
2340,0.02,0.001
2350,0.02,0.001
2360,0.02,0.001
2370,0.02,0.001
2380,0.02,0.001
2390,0.02,0.001
2400,0.02,0.001
2410,0.02,0.001
2420,0.02,0.001
2430,0.02,0.001
2440,0.02,0.001
2450,0.02,0.001
2460,0.02,0.001
2470,0.02,0.001
2480,0.02,0.001
2490,0.02,0.001
2500,0.02,0.001
2510,0.02,0.001
2520,0.02,0.001
2530,0.02,0.001
2540,0.02,0.001
2550,0.02,0.001
2560,0.02,0.001
2570,0.02,0.001
2580,0.02,0.001
2590,0.02,0.001
2600,0.02,0.001
2610,0.02,0.001
2620,0.02,0.001
2630,0.02,0.001
2640,0.02,0.001
2650,0.02,0.001
2660,0.02,0.001
2670,0.02,0.001
2680,0.02,0.001
2690,0.02,0.001
2700,0.02,0.001
2710,0.02,0.001
2720,0.02,0.001
2730,0.02,0.001
2740,0.02,0.001
2750,0.02,0.001
2760,0.02,0.001
2770,0.02,0.001
2780,0.02,0.001
2790,0.02,0.001
2800,0.02,0.001
2810,0.02,0.001
2820,0.02,0.001
2830,0.02,0.001
2840,0.02,0.001
2850,0.02,0.001
2860,0.02,0.001
2870,0.02,0.001
2880,0.02,0.001
2890,0.02,0.001
2900,0.02,0.001
2910,0.02,0.001
2920,0.02,0.001
2930,0.02,0.001
2940,0.02,0.001
2950,0.02,0.001
2960,0.02,0.001
2970,0.02,0.001
2980,0.02,0.001
2990,0.02,0.001
3000,0.02,0.001
3010,0.02,0.001
3020,0.02,0.001
3030,0.02,0.001
3040,0.02,0.001
3050,0.02,0.001
3060,0.02,0.001
3070,0.02,0.001
3080,0.02,0.001
3090,0.02,0.001
3100,0.02,0.001
3110,0.02,0.001
3120,0.02,0.001
3130,0.02,0.001
3140,0.02,0.001
3150,0.02,0.001
3160,0.02,0.001
3170,0.02,0.001
3180,0.02,0.001
3190,0.02,0.001
3200,0.02,0.001
3210,0.02,0.001
3220,0.02,0.001
3230,0.02,0.001
3240,0.02,0.001
3250,0.02,0.001
3260,0.02,0.001
3270,0.02,0.001
3280,0.02,0.001
3290,0.02,0.001
3300,0.02,0.001
3310,0.02,0.001
3320,0.02,0.001
3330,0.02,0.001
3340,0.02,0.001
3350,0.02,0.001
3360,0.02,0.001
3370,0.02,0.001
3380,0.02,0.001
3390,0.02,0.001
3400,0.02,0.001
3410,0.02,0.001
3420,0.02,0.001
3430,0.02,0.001
3440,0.02,0.001
3450,0.02,0.001
3460,0.02,0.001
3470,0.02,0.001
3480,0.02,0.001
3490,0.02,0.001
3500,0.02,0.001
